pc_timestamp,elapsed_seconds,device_timestamp_ms,sample_index,emg_ch1,emg_ch2,emg_ch3,emg_ch4,movement_label,phase_kind,repetition,session_id,subject_id,board_id,sampling_rate_hz
2026-06-06T09:37:35.276,0.0031,5133,3618,1555,0,1456,1597,preparacion,preparacion,0,SES20260606093731,S001,xiao_esp32s3_rtos,1000
2026-06-06T09:37:35.445,0.1725,5134,3619,1611,0,1573,1647,preparacion,preparacion,0,SES20260606093731,S001,xiao_esp32s3_rtos,1000
2026-06-06T09:37:35.454,0.1819,5135,3620,1669,0,1681,1689,preparacion,preparacion,0,SES20260606093731,S001,xiao_esp32s3_rtos,1000
2026-06-06T09:37:35.509,0.2361,5136,3621,1735,0,1817,1755,preparacion,preparacion,0,SES20260606093731,S001,xiao_esp32s3_rtos,1000
2026-06-06T09:37:35.568,0.2952,5137,3622,1847,0,1975,1823,preparacion,preparacion,0,SES20260606093731,S001,xiao_esp32s3_rtos,1000
2026-06-06T09:37:35.610,0.3375,5138,3623,1959,3823,2200,1963,preparacion,preparacion,0,SES20260606093731,S001,xiao_esp32s3_rtos,1000
2026-06-06T09:37:35.651,0.3780,5139,3624,2156,3811,2493,2091,preparacion,preparacion,0,SES20260606093731,S001,xiao_esp32s3_rtos,1000
2026-06-06T09:37:35.691,0.4188,5140,3625,2235,3811,2527,2105,preparacion,preparacion,0,SES20260606093731,S001,xiao_esp32s3_rtos,1000
2026-06-06T09:37:35.730,0.4571,5141,3626,2220,3835,2480,2079,preparacion,preparacion,0,SES20260606093731,S001,xiao_esp32s3_rtos,1000
2026-06-06T09:37:35.768,0.4953,5142,3627,2145,3831,2271,1995,preparacion,preparacion,0,SES20260606093731,S001,xiao_esp32s3_rtos,1000
2026-06-06T09:37:35.808,0.5350,5143,3628,1998,3825,1983,1864,preparacion,preparacion,0,SES20260606093731,S001,xiao_esp32s3_rtos,1000
2026-06-06T09:37:35.846,0.5739,5144,3629,1710,3821,1477,1612,preparacion,preparacion,0,SES20260606093731,S001,xiao_esp32s3_rtos,1000
2026-06-06T09:37:35.892,0.6190,5145,3630,1515,3811,1209,1507,preparacion,preparacion,0,SES20260606093731,S001,xiao_esp32s3_rtos,1000
2026-06-06T09:37:35.933,0.6605,5146,3631,1441,3819,1072,1432,preparacion,preparacion,0,SES20260606093731,S001,xiao_esp32s3_rtos,1000
2026-06-06T09:37:35.974,0.7015,5147,3632,1383,3837,1128,1471,preparacion,preparacion,0,SES20260606093731,S001,xiao_esp32s3_rtos,1000
2026-06-06T09:37:36.014,0.7413,5148,3633,1453,0,1252,1527,preparacion,preparacion,0,SES20260606093731,S001,xiao_esp32s3_rtos,1000
2026-06-06T09:37:36.054,0.7818,5149,3634,1507,0,1380,1568,preparacion,preparacion,0,SES20260606093731,S001,xiao_esp32s3_rtos,1000
2026-06-06T09:37:36.094,0.8210,5150,3635,1551,0,1487,1607,preparacion,preparacion,0,SES20260606093731,S001,xiao_esp32s3_rtos,1000
2026-06-06T09:37:36.138,0.8660,5151,3636,1596,0,1607,1648,preparacion,preparacion,0,SES20260606093731,S001,xiao_esp32s3_rtos,1000
2026-06-06T09:37:36.197,0.9245,5152,3637,1657,0,1720,1709,preparacion,preparacion,0,SES20260606093731,S001,xiao_esp32s3_rtos,1000
2026-06-06T09:37:36.238,0.9660,5153,3638,1747,0,1854,1771,preparacion,preparacion,0,SES20260606093731,S001,xiao_esp32s3_rtos,1000
2026-06-06T09:37:36.283,1.0100,5154,3639,1844,0,2012,1839,preparacion,preparacion,0,SES20260606093731,S001,xiao_esp32s3_rtos,1000
2026-06-06T09:37:36.324,1.0510,5155,3640,2055,3837,2356,2023,preparacion,preparacion,0,SES20260606093731,S001,xiao_esp32s3_rtos,1000
2026-06-06T09:37:36.368,1.0954,5156,3641,2215,3827,2551,2111,preparacion,preparacion,0,SES20260606093731,S001,xiao_esp32s3_rtos,1000
2026-06-06T09:37:36.406,1.1340,5157,3642,2239,3819,2539,2101,preparacion,preparacion,0,SES20260606093731,S001,xiao_esp32s3_rtos,1000
2026-06-06T09:37:36.453,1.1802,5158,3643,2215,3807,2421,2057,preparacion,preparacion,0,SES20260606093731,S001,xiao_esp32s3_rtos,1000
2026-06-06T09:37:36.489,1.2169,5159,3644,2104,3836,2192,1975,preparacion,preparacion,0,SES20260606093731,S001,xiao_esp32s3_rtos,1000
2026-06-06T09:37:36.531,1.2588,5160,3645,1916,3838,1844,1788,preparacion,preparacion,0,SES20260606093731,S001,xiao_esp32s3_rtos,1000
2026-06-06T09:37:36.567,1.2949,5161,3646,1593,3814,1308,1541,preparacion,preparacion,0,SES20260606093731,S001,xiao_esp32s3_rtos,1000
2026-06-06T09:37:36.610,1.3373,5162,3647,1522,3823,1176,1493,preparacion,preparacion,0,SES20260606093731,S001,xiao_esp32s3_rtos,1000
2026-06-06T09:37:36.841,1.5683,5163,3648,1340,3833,965,1399,preparacion,preparacion,0,SES20260606093731,S001,xiao_esp32s3_rtos,1000
2026-06-06T09:37:36.841,1.5689,5164,3649,1417,3820,1135,1479,preparacion,preparacion,0,SES20260606093731,S001,xiao_esp32s3_rtos,1000
2026-06-06T09:37:36.842,1.5696,5165,3650,1479,0,1280,1530,preparacion,preparacion,0,SES20260606093731,S001,xiao_esp32s3_rtos,1000
2026-06-06T09:37:36.843,1.5705,5166,3651,1527,0,1407,1588,preparacion,preparacion,0,SES20260606093731,S001,xiao_esp32s3_rtos,1000
2026-06-06T09:37:36.844,1.5717,5167,3652,1575,0,1522,1629,preparacion,preparacion,0,SES20260606093731,S001,xiao_esp32s3_rtos,1000
2026-06-06T09:37:36.845,1.5725,5168,3653,1639,0,1613,1669,preparacion,preparacion,0,SES20260606093731,S001,xiao_esp32s3_rtos,1000
2026-06-06T09:37:36.846,1.5735,5169,3654,1683,0,1759,1725,preparacion,preparacion,0,SES20260606093731,S001,xiao_esp32s3_rtos,1000
2026-06-06T09:37:36.847,1.5743,5170,3655,1781,0,1914,1808,preparacion,preparacion,0,SES20260606093731,S001,xiao_esp32s3_rtos,1000
2026-06-06T09:37:36.848,1.5751,5171,3656,1851,0,2077,1885,preparacion,preparacion,0,SES20260606093731,S001,xiao_esp32s3_rtos,1000
2026-06-06T09:37:36.849,1.5761,5172,3657,2104,3813,2431,2065,preparacion,preparacion,0,SES20260606093731,S001,xiao_esp32s3_rtos,1000
2026-06-06T09:37:36.850,1.5770,5173,3658,2200,3835,2580,2120,preparacion,preparacion,0,SES20260606093731,S001,xiao_esp32s3_rtos,1000
2026-06-06T09:37:36.850,1.5779,5174,3659,2229,3828,2502,2109,preparacion,preparacion,0,SES20260606093731,S001,xiao_esp32s3_rtos,1000
2026-06-06T09:37:36.851,1.5788,5175,3660,2205,3821,2350,2012,preparacion,preparacion,0,SES20260606093731,S001,xiao_esp32s3_rtos,1000
2026-06-06T09:37:36.853,1.5801,5176,3661,2135,3815,2111,1915,preparacion,preparacion,0,SES20260606093731,S001,xiao_esp32s3_rtos,1000
2026-06-06T09:37:36.854,1.5810,5177,3662,1875,3835,1691,1720,preparacion,preparacion,0,SES20260606093731,S001,xiao_esp32s3_rtos,1000
2026-06-06T09:37:36.855,1.5821,5178,3663,1590,3820,1261,1524,preparacion,preparacion,0,SES20260606093731,S001,xiao_esp32s3_rtos,1000
2026-06-06T09:37:36.855,1.5830,5179,3664,1528,3818,1184,1483,preparacion,preparacion,0,SES20260606093731,S001,xiao_esp32s3_rtos,1000
2026-06-06T09:37:36.856,1.5838,5180,3665,1373,3823,1043,1427,preparacion,preparacion,0,SES20260606093731,S001,xiao_esp32s3_rtos,1000
2026-06-06T09:37:36.857,1.5848,5181,3666,1445,3831,1205,1499,preparacion,preparacion,0,SES20260606093731,S001,xiao_esp32s3_rtos,1000
2026-06-06T09:37:36.858,1.5858,5182,3667,1488,0,1352,1557,preparacion,preparacion,0,SES20260606093731,S001,xiao_esp32s3_rtos,1000
2026-06-06T09:37:36.859,1.5864,5183,3668,1528,0,1452,1615,preparacion,preparacion,0,SES20260606093731,S001,xiao_esp32s3_rtos,1000
2026-06-06T09:37:36.860,1.5871,5184,3669,1580,0,1545,1640,preparacion,preparacion,0,SES20260606093731,S001,xiao_esp32s3_rtos,1000
2026-06-06T09:37:36.860,1.5877,5185,3670,1639,0,1663,1685,preparacion,preparacion,0,SES20260606093731,S001,xiao_esp32s3_rtos,1000
2026-06-06T09:37:36.861,1.5885,5186,3671,1712,0,1816,1747,preparacion,preparacion,0,SES20260606093731,S001,xiao_esp32s3_rtos,1000
2026-06-06T09:37:36.862,1.5891,5187,3672,1819,0,2016,1831,preparacion,preparacion,0,SES20260606093731,S001,xiao_esp32s3_rtos,1000
2026-06-06T09:37:36.862,1.5897,5188,3673,1972,3818,2239,1953,preparacion,preparacion,0,SES20260606093731,S001,xiao_esp32s3_rtos,1000
2026-06-06T09:37:36.863,1.5903,5189,3674,2180,3811,2493,2091,preparacion,preparacion,0,SES20260606093731,S001,xiao_esp32s3_rtos,1000
2026-06-06T09:37:36.863,1.5909,5190,3675,2216,3838,2533,2119,preparacion,preparacion,0,SES20260606093731,S001,xiao_esp32s3_rtos,1000
2026-06-06T09:37:36.864,1.5914,5191,3676,2189,3832,2413,2084,preparacion,preparacion,0,SES20260606093731,S001,xiao_esp32s3_rtos,1000
2026-06-06T09:37:36.865,1.5921,5192,3677,2137,3827,2227,2008,preparacion,preparacion,0,SES20260606093731,S001,xiao_esp32s3_rtos,1000
2026-06-06T09:37:36.865,1.5928,5193,3678,2011,3813,1951,1866,preparacion,preparacion,0,SES20260606093731,S001,xiao_esp32s3_rtos,1000
2026-06-06T09:37:36.866,1.5935,5194,3679,1725,3839,1464,1648,preparacion,preparacion,0,SES20260606093731,S001,xiao_esp32s3_rtos,1000
2026-06-06T09:37:36.867,1.5940,5195,3680,1523,3831,1236,1519,preparacion,preparacion,0,SES20260606093731,S001,xiao_esp32s3_rtos,1000
2026-06-06T09:37:36.867,1.5946,5196,3681,1415,3817,1050,1435,preparacion,preparacion,0,SES20260606093731,S001,xiao_esp32s3_rtos,1000
