pc_timestamp,elapsed_seconds,device_timestamp_ms,sample_index,emg_ch1,emg_ch2,emg_ch3,emg_ch4,movement_label,phase_kind,repetition,session_id,subject_id,board_id,sampling_rate_hz
2026-06-06T09:24:35.757,0.0026,4,3239,0,763,3775,1465,preparacion,preparacion,0,SES20260606092431,S001,xiao_esp32s3_rtos,1000
2026-06-06T09:24:35.925,0.1700,4755,3240,0,3804,3771,3759,preparacion,preparacion,0,SES20260606092431,S001,xiao_esp32s3_rtos,1000
2026-06-06T09:24:35.937,0.1821,4756,3241,0,3801,2281,3759,preparacion,preparacion,0,SES20260606092431,S001,xiao_esp32s3_rtos,1000
2026-06-06T09:24:35.984,0.2295,4757,3242,3824,3791,925,3755,preparacion,preparacion,0,SES20260606092431,S001,xiao_esp32s3_rtos,1000
2026-06-06T09:24:36.031,0.2763,4758,3243,3831,3795,1011,3752,preparacion,preparacion,0,SES20260606092431,S001,xiao_esp32s3_rtos,1000
2026-06-06T09:24:36.072,0.3171,4759,3244,3828,3823,1095,3759,preparacion,preparacion,0,SES20260606092431,S001,xiao_esp32s3_rtos,1000
2026-06-06T09:24:36.110,0.3549,4760,3245,3822,3813,0,3765,preparacion,preparacion,0,SES20260606092431,S001,xiao_esp32s3_rtos,1000
2026-06-06T09:24:36.159,0.4043,4761,3246,3819,959,0,785,preparacion,preparacion,0,SES20260606092431,S001,xiao_esp32s3_rtos,1000
2026-06-06T09:24:36.202,0.4473,4762,3247,3820,0,0,0,preparacion,preparacion,0,SES20260606092431,S001,xiao_esp32s3_rtos,1000
2026-06-06T09:24:36.241,0.4865,4763,3248,3847,0,2080,0,preparacion,preparacion,0,SES20260606092431,S001,xiao_esp32s3_rtos,1000
2026-06-06T09:24:36.282,0.5278,4764,3249,0,0,2104,0,preparacion,preparacion,0,SES20260606092431,S001,xiao_esp32s3_rtos,1000
2026-06-06T09:24:36.322,0.5674,4765,3250,0,0,2063,0,preparacion,preparacion,0,SES20260606092431,S001,xiao_esp32s3_rtos,1000
2026-06-06T09:24:36.363,0.6079,4766,3251,0,0,2024,0,preparacion,preparacion,0,SES20260606092431,S001,xiao_esp32s3_rtos,1000
2026-06-06T09:24:36.402,0.6473,4767,3252,0,0,1995,0,preparacion,preparacion,0,SES20260606092431,S001,xiao_esp32s3_rtos,1000
2026-06-06T09:24:36.438,0.6835,4768,3253,0,0,1961,0,preparacion,preparacion,0,SES20260606092431,S001,xiao_esp32s3_rtos,1000
2026-06-06T09:24:36.475,0.7203,4769,3254,0,0,2024,0,preparacion,preparacion,0,SES20260606092431,S001,xiao_esp32s3_rtos,1000
2026-06-06T09:24:36.518,0.7637,4770,3255,0,0,3775,0,preparacion,preparacion,0,SES20260606092431,S001,xiao_esp32s3_rtos,1000
2026-06-06T09:24:36.559,0.8042,4771,3256,0,1465,3785,3534,preparacion,preparacion,0,SES20260606092431,S001,xiao_esp32s3_rtos,1000
2026-06-06T09:24:36.599,0.8442,4772,3257,0,3805,3774,3768,preparacion,preparacion,0,SES20260606092431,S001,xiao_esp32s3_rtos,1000
